,N_I,N_V,Name,Nobs,OGLE period,Outliers1,Outliers3,mean,mean N,med_sig,median,p16,p84,sem,std,unexplained_variance,window
92,123.0,123.0,OGLE-BLG-RRLYR-00005,"(10.0, 20.0]",0.56553785,0.4594594594594595,0.02702702702702703,0.4291167395679597,16.783783783783782,0.3126524608094765,0.531054624272875,0.12751182624194138,0.5655153393550627,0.06306896685305022,0.38363354839835423,0.05583677596469258,0.089
93,123.0,123.0,OGLE-BLG-RRLYR-00005,"(20.0, 30.0]",0.56553785,0.22807017543859648,0.14035087719298245,0.5036920925896167,23.55263157894737,4.421130391873216e-05,0.5654859297374727,0.5653635105590347,0.5655276405231313,0.020476200789750192,0.1545919258259741,0.027297865086617648,0.089
94,123.0,123.0,OGLE-BLG-RRLYR-00005,"(30.0, 50.0]",0.56553785,0.34615384615384615,0.19230769230769232,0.47950258693349535,30.5,3.7358417038747635e-05,0.565475913902587,0.12566599460260716,0.5655093648612107,0.03524901878966191,0.1797354346434848,0.03845374469533147,0.089
95,123.0,123.0,OGLE-BLG-RRLYR-00005,"(50.0, inf]",0.56553785,,,,,,,,,,,,0.089
96,123.0,123.0,OGLE-BLG-RRLYR-00005,"(10.0, 20.0]",0.56553785,0.3142857142857143,0.14285714285714285,0.7554564676092137,16.414285714285715,0.33444650826082417,0.16801541898451883,0.11237914869598577,0.5655175238337402,0.3026882265571127,1.7907276977168107,3.3483180435952833,0.4
97,123.0,123.0,OGLE-BLG-RRLYR-00005,"(20.0, 30.0]",0.56553785,0.5087719298245614,0.03508771929824561,0.43257364464508,23.403508771929825,0.3235509330216345,0.5654469165585463,0.1259346796468379,0.5655239154544573,0.062065949946268524,0.46858764616212883,0.1286923001228515,0.4
98,123.0,123.0,OGLE-BLG-RRLYR-00005,"(30.0, 50.0]",0.56553785,0.25,0.25,0.45991584916374284,30.5,0.059193729197917364,0.5654879220061573,0.14810757888289677,0.5655245532764052,0.035750369066689366,0.18917317165847275,0.04214996497480919,0.4
99,123.0,123.0,OGLE-BLG-RRLYR-00005,"(50.0, inf]",0.56553785,,,,,,,,,,,,0.4
100,124.0,124.0,OGLE-BLG-RRLYR-00006,"(10.0, 20.0]",0.47887688,0.5757575757575758,0.18181818181818182,2.047500609402241,16.954545454545453,0.21930545899482967,0.4788646866949955,0.15659331628424364,8.410833928114249,0.637436123930273,3.661791747083832,15.414917760582696,0.001
101,124.0,124.0,OGLE-BLG-RRLYR-00006,"(20.0, 30.0]",0.47887688,0.4791666666666667,0.0,0.48809481464361104,23.239583333333332,0.16482851499362186,0.4788760947848445,0.16677927226963615,0.9211913719490923,0.037675137259780146,0.261021007664282,0.039629095915365675,0.001
102,124.0,124.0,OGLE-BLG-RRLYR-00006,"(30.0, 50.0]",0.47887688,0.0,0.0,0.7000472377314335,30.5,0.32794937519764955,0.6999338549419494,0.47884123771198284,0.9212878267861453,0.03972626991456547,0.22472571878269096,-0.05862730767579956,0.001
103,124.0,124.0,OGLE-BLG-RRLYR-00006,"(50.0, inf]",0.47887688,,,,,,,,,,,,0.001
104,124.0,124.0,OGLE-BLG-RRLYR-00006,"(10.0, 20.0]",0.47887688,0.41935483870967744,0.22580645161290322,2.3612080066020997,16.096774193548388,0.328081250952005,0.4788609608675789,0.2819080687240373,9.84193311402514,0.6838382015574332,3.80744996857325,17.464633670638385,0.004
105,124.0,124.0,OGLE-BLG-RRLYR-00006,"(20.0, 30.0]",0.47887688,0.44,0.44,0.47697242469672124,22.77,6.382759083852673e-05,0.478856911908543,0.14708294770831948,0.6017966523859626,0.03378439741615668,0.2388917651126566,0.05593143714795804,0.004
106,124.0,124.0,OGLE-BLG-RRLYR-00006,"(30.0, 50.0]",0.47887688,0.47058823529411764,0.3235294117647059,0.5113447539809366,30.5,4.3809971161654594e-05,0.4788785932108729,0.47880725620731746,0.487519640389505,0.034986899514528144,0.20400692801900003,0.041448793217943806,0.004
107,124.0,124.0,OGLE-BLG-RRLYR-00006,"(50.0, inf]",0.47887688,,,,,,,,,,,,0.004
108,124.0,124.0,OGLE-BLG-RRLYR-00006,"(10.0, 20.0]",0.47887688,0.42424242424242425,0.36363636363636365,1.3453672585615242,16.37878787878788,0.00041339412155467126,0.4788652073680912,0.4788082993477228,0.9209381542471027,0.48296184509126977,2.774404575014394,8.214894235874565,0.02
109,124.0,124.0,OGLE-BLG-RRLYR-00006,"(20.0, 30.0]",0.47887688,0.46938775510204084,0.061224489795918366,0.6516884941521919,22.928571428571427,0.3278619769125905,0.47888241725778646,0.18587246107020727,0.9213741914156298,0.0710732340483513,0.49751263833845905,0.1648358850150057,0.02
